experiment_id,cohort,method_id,seed,evaluation_mode,horizon_hours,feature_group,rmse,mae,observed_cells,lineage,component_definition
KDD098R,respiratory,transformer_world_model,3411,logged_action_recursive,36,overall,1.592937423935156,1.291393784568256,19265,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,respiratory,transformer_world_model,3411,logged_action_recursive,40,overall,1.7230039620000257,1.409727337788622,13218,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,respiratory,transformer_world_model,3411,logged_action_recursive,44,overall,1.860137295457268,1.514741205218851,3685,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,respiratory,transformer_world_model,3414,logged_action_recursive,4,overall,0.8081712002166402,0.5562776713943265,63541,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,respiratory,transformer_world_model,3414,logged_action_recursive,8,overall,0.8526803513572201,0.5991403951889247,52803,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,respiratory,transformer_world_model,3414,logged_action_recursive,12,overall,0.9434506500763804,0.6886802762513591,43677,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,respiratory,transformer_world_model,3414,logged_action_recursive,16,overall,1.0354173581678012,0.7843887402502229,38288,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,respiratory,transformer_world_model,3414,logged_action_recursive,20,overall,1.1750851423228994,0.8910604264344593,34117,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,respiratory,transformer_world_model,3414,logged_action_recursive,24,overall,1.2946296172269278,1.0019190619691476,30514,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,respiratory,transformer_world_model,3414,logged_action_recursive,28,overall,1.453962477843406,1.1192762734504074,27479,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,respiratory,transformer_world_model,3414,logged_action_recursive,32,overall,1.602561990211899,1.2373428294841209,23922,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,respiratory,transformer_world_model,3414,logged_action_recursive,36,overall,1.7706182589646366,1.3791587277586064,19265,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,respiratory,transformer_world_model,3414,logged_action_recursive,40,overall,1.9393116631160012,1.5164742203391528,13218,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,respiratory,transformer_world_model,3414,logged_action_recursive,44,overall,2.158362955510487,1.6702129399874013,3685,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,respiratory,dreamer_v3_categorical_rssm,3408,logged_action_recursive,4,overall,0.9465701981224912,0.653123688282243,63541,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,respiratory,dreamer_v3_categorical_rssm,3408,logged_action_recursive,8,overall,0.9937506770213548,0.6911720558964318,52803,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,respiratory,dreamer_v3_categorical_rssm,3408,logged_action_recursive,12,overall,1.0562493315270454,0.7457651961091385,43677,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,respiratory,dreamer_v3_categorical_rssm,3408,logged_action_recursive,16,overall,1.0885912701341751,0.785109926134122,38288,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,respiratory,dreamer_v3_categorical_rssm,3408,logged_action_recursive,20,overall,1.1362888846832115,0.8150167753760855,34117,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,respiratory,dreamer_v3_categorical_rssm,3408,logged_action_recursive,24,overall,1.1565524557746252,0.8426373252360584,30514,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,respiratory,dreamer_v3_categorical_rssm,3408,logged_action_recursive,28,overall,1.2093896672132944,0.8783678942343522,27479,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,respiratory,dreamer_v3_categorical_rssm,3408,logged_action_recursive,32,overall,1.2411371982061348,0.9045508511462224,23922,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,respiratory,dreamer_v3_categorical_rssm,3408,logged_action_recursive,36,overall,1.2804784028896512,0.9425508763205852,19265,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,respiratory,dreamer_v3_categorical_rssm,3408,logged_action_recursive,40,overall,1.3103207915932351,0.9792824129994028,13218,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,respiratory,dreamer_v3_categorical_rssm,3408,logged_action_recursive,44,overall,1.4205343316000063,1.0601451174725034,3685,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,respiratory,dreamer_v3_categorical_rssm,3411,logged_action_recursive,4,overall,0.9468419644735812,0.6522536232761872,63541,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,respiratory,dreamer_v3_categorical_rssm,3411,logged_action_recursive,8,overall,0.9928316061635318,0.6893923862603256,52803,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,respiratory,dreamer_v3_categorical_rssm,3411,logged_action_recursive,12,overall,1.0522502121555273,0.7401859597710402,43677,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,respiratory,dreamer_v3_categorical_rssm,3411,logged_action_recursive,16,overall,1.0813021296049612,0.7764494409620323,38288,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,respiratory,dreamer_v3_categorical_rssm,3411,logged_action_recursive,20,overall,1.1249920423401527,0.8027662621280537,34117,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,respiratory,dreamer_v3_categorical_rssm,3411,logged_action_recursive,24,overall,1.1432047581223428,0.827709006338661,30514,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,respiratory,dreamer_v3_categorical_rssm,3411,logged_action_recursive,28,overall,1.19836230602946,0.8641771764042521,27479,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,respiratory,dreamer_v3_categorical_rssm,3411,logged_action_recursive,32,overall,1.2304818368817418,0.8910377694533138,23922,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,respiratory,dreamer_v3_categorical_rssm,3411,logged_action_recursive,36,overall,1.2730560853242006,0.9359386534882876,19265,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,respiratory,dreamer_v3_categorical_rssm,3411,logged_action_recursive,40,overall,1.3012750836712712,0.9703079635804936,13218,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,respiratory,dreamer_v3_categorical_rssm,3411,logged_action_recursive,44,overall,1.4427987220444425,1.079801848966229,3685,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,respiratory,dreamer_v3_categorical_rssm,3414,logged_action_recursive,4,overall,0.9503646106881932,0.6565886917935807,63541,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,respiratory,dreamer_v3_categorical_rssm,3414,logged_action_recursive,8,overall,0.9955088268176367,0.6932233833009339,52803,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,respiratory,dreamer_v3_categorical_rssm,3414,logged_action_recursive,12,overall,1.056663157820974,0.7468204085433087,43677,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,respiratory,dreamer_v3_categorical_rssm,3414,logged_action_recursive,16,overall,1.0935888319268343,0.7896457198091718,38288,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,respiratory,dreamer_v3_categorical_rssm,3414,logged_action_recursive,20,overall,1.143958147991189,0.8207298184461609,34117,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,respiratory,dreamer_v3_categorical_rssm,3414,logged_action_recursive,24,overall,1.1712830657763549,0.8518877749469161,30514,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,respiratory,dreamer_v3_categorical_rssm,3414,logged_action_recursive,28,overall,1.232471473317582,0.8918452987796328,27479,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,respiratory,dreamer_v3_categorical_rssm,3414,logged_action_recursive,32,overall,1.2718488028395185,0.9259957944228342,23922,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,respiratory,dreamer_v3_categorical_rssm,3414,logged_action_recursive,36,overall,1.319632603127333,0.9681569079046458,19265,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,respiratory,dreamer_v3_categorical_rssm,3414,logged_action_recursive,40,overall,1.3626976742886137,1.0129137732534277,13218,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,respiratory,dreamer_v3_categorical_rssm,3414,logged_action_recursive,44,overall,1.5002751141838728,1.1066625216553112,3685,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,respiratory,gaussian_transition_ensemble,3408;3411;3414,logged_action_recursive,4,overall,0.811351462651547,0.5627917407566853,63541,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,respiratory,gaussian_transition_ensemble,3408;3411;3414,logged_action_recursive,8,overall,0.8266866777304802,0.576266452290084,52803,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,respiratory,gaussian_transition_ensemble,3408;3411;3414,logged_action_recursive,12,overall,0.8614139758010175,0.609254364807931,43677,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,respiratory,gaussian_transition_ensemble,3408;3411;3414,logged_action_recursive,16,overall,0.8629170561188841,0.6285588540905274,38288,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,respiratory,gaussian_transition_ensemble,3408;3411;3414,logged_action_recursive,20,overall,0.8926755818444985,0.6411113655137212,34117,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,respiratory,gaussian_transition_ensemble,3408;3411;3414,logged_action_recursive,24,overall,0.8901575491705426,0.6556281331643091,30514,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,respiratory,gaussian_transition_ensemble,3408;3411;3414,logged_action_recursive,28,overall,0.9328406701611824,0.6745850229586492,27479,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,respiratory,gaussian_transition_ensemble,3408;3411;3414,logged_action_recursive,32,overall,0.9479145897063944,0.690941074065649,23922,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,respiratory,gaussian_transition_ensemble,3408;3411;3414,logged_action_recursive,36,overall,0.962153488116874,0.7086272068924078,19265,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,respiratory,gaussian_transition_ensemble,3408;3411;3414,logged_action_recursive,40,overall,0.9715041767355156,0.7323402458382754,13218,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,respiratory,gaussian_transition_ensemble,3408;3411;3414,logged_action_recursive,44,overall,0.9722130935132034,0.7334550196431898,3685,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,persistence_locf,3408,logged_action_recursive,4,overall,0.981316399319958,0.6473897208214072,128445,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,persistence_locf,3408,logged_action_recursive,8,overall,1.020297446594831,0.6800361889536551,121022,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,persistence_locf,3408,logged_action_recursive,12,overall,1.064383249090893,0.7242586444558697,107236,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,persistence_locf,3408,logged_action_recursive,16,overall,1.0885096688977434,0.7478678548459589,98505,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,persistence_locf,3408,logged_action_recursive,20,overall,1.0961252040802427,0.7490772239727702,92864,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,persistence_locf,3408,logged_action_recursive,24,overall,1.12188796758926,0.7778876640384452,86285,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,persistence_locf,3408,logged_action_recursive,28,overall,1.1262154863900062,0.7876302042208149,81446,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,persistence_locf,3408,logged_action_recursive,32,overall,1.142587370046771,0.7947461488852825,77323,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,persistence_locf,3408,logged_action_recursive,36,overall,1.162851749722652,0.8207764186512312,69815,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,persistence_locf,3408,logged_action_recursive,40,overall,1.174802527433802,0.8309771186237915,64774,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,persistence_locf,3408,logged_action_recursive,44,overall,1.1214205729049678,0.7829405117427406,27047,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,hgb_residual,3408,logged_action_recursive,4,overall,0.8273935736427084,0.5647040902594977,128445,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,hgb_residual,3408,logged_action_recursive,8,overall,0.8337799695541874,0.580557627977402,121022,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,hgb_residual,3408,logged_action_recursive,12,overall,0.8588270409101322,0.6166195908811319,107236,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,hgb_residual,3408,logged_action_recursive,16,overall,0.8800769047464323,0.6411723104629526,98505,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,hgb_residual,3408,logged_action_recursive,20,overall,0.8994260771776932,0.6592870487537972,92864,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,hgb_residual,3408,logged_action_recursive,24,overall,0.92843801707902,0.685651835966819,86285,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,hgb_residual,3408,logged_action_recursive,28,overall,0.9486424366890728,0.7074402242262643,81446,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,hgb_residual,3408,logged_action_recursive,32,overall,0.9665466868654826,0.7236840881500018,77323,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,hgb_residual,3408,logged_action_recursive,36,overall,0.9872890115601386,0.7412423587185692,69815,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,hgb_residual,3408,logged_action_recursive,40,overall,1.0139755114733724,0.7629254338620401,64774,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,hgb_residual,3408,logged_action_recursive,44,overall,1.0383752084960307,0.7756196973365636,27047,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,hgb_residual,3411,logged_action_recursive,4,overall,0.826842504737081,0.5648875792137242,128445,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,hgb_residual,3411,logged_action_recursive,8,overall,0.835605705089649,0.5806437398944636,121022,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,hgb_residual,3411,logged_action_recursive,12,overall,0.8609613638046184,0.6161224203163462,107236,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,hgb_residual,3411,logged_action_recursive,16,overall,0.8837436412526634,0.6420486991458392,98505,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,hgb_residual,3411,logged_action_recursive,20,overall,0.9039472212105096,0.6591167411909358,92864,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,hgb_residual,3411,logged_action_recursive,24,overall,0.931298145022695,0.6849340037588457,86285,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,hgb_residual,3411,logged_action_recursive,28,overall,0.9540717535312172,0.7073693650918617,81446,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,hgb_residual,3411,logged_action_recursive,32,overall,0.9721318198485032,0.7227440534590757,77323,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,hgb_residual,3411,logged_action_recursive,36,overall,0.9919153241864678,0.7413499866773059,69815,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,hgb_residual,3411,logged_action_recursive,40,overall,1.0157177776093458,0.7621334597360772,64774,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,hgb_residual,3411,logged_action_recursive,44,overall,1.041826740393331,0.7769444601700269,27047,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,hgb_residual,3414,logged_action_recursive,4,overall,0.8251387310508501,0.5651886514390814,128445,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,hgb_residual,3414,logged_action_recursive,8,overall,0.8310866710092405,0.578805374578927,121022,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,hgb_residual,3414,logged_action_recursive,12,overall,0.856265872795416,0.6130494939487557,107236,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,hgb_residual,3414,logged_action_recursive,16,overall,0.8782243283358635,0.636953630968889,98505,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,hgb_residual,3414,logged_action_recursive,20,overall,0.8974516261908184,0.6542900728098482,92864,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,hgb_residual,3414,logged_action_recursive,24,overall,0.923329231405598,0.6789151082525342,86285,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,hgb_residual,3414,logged_action_recursive,28,overall,0.9424481592562683,0.6985377643307813,81446,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,hgb_residual,3414,logged_action_recursive,32,overall,0.962509171291604,0.7152934956367726,77323,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,hgb_residual,3414,logged_action_recursive,36,overall,0.9826945620097508,0.7329846585287084,69815,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,hgb_residual,3414,logged_action_recursive,40,overall,1.0045458136145748,0.7525415401137296,64774,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,hgb_residual,3414,logged_action_recursive,44,overall,1.0354880030272848,0.769403124145006,27047,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,grud_world_model,3408,logged_action_recursive,4,overall,0.8172553574149046,0.5619869750568581,128445,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,grud_world_model,3408,logged_action_recursive,8,overall,0.842934320266482,0.5891239157311466,121022,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,grud_world_model,3408,logged_action_recursive,12,overall,0.8820412389931804,0.6338960339532769,107236,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,grud_world_model,3408,logged_action_recursive,16,overall,0.9116947386637608,0.6645364380463443,98505,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,grud_world_model,3408,logged_action_recursive,20,overall,0.9357835888702272,0.6832150130008143,92864,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,grud_world_model,3408,logged_action_recursive,24,overall,0.9720074307328014,0.7150457314552198,86285,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,grud_world_model,3408,logged_action_recursive,28,overall,0.9922683111958854,0.7372769530455058,81446,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,grud_world_model,3408,logged_action_recursive,32,overall,1.0190641964375609,0.7581332856970715,77323,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,grud_world_model,3408,logged_action_recursive,36,overall,1.0522235404205058,0.7883814610104695,69815,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,grud_world_model,3408,logged_action_recursive,40,overall,1.0846787490742502,0.8136825631093899,64774,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,grud_world_model,3408,logged_action_recursive,44,overall,1.1085917040720166,0.8286620633248106,27047,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,grud_world_model,3411,logged_action_recursive,4,overall,0.8221156181236496,0.5650900206198517,128445,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,grud_world_model,3411,logged_action_recursive,8,overall,0.8416297423650309,0.5904501040464863,121022,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,grud_world_model,3411,logged_action_recursive,12,overall,0.8805399653970131,0.6354814445893421,107236,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,grud_world_model,3411,logged_action_recursive,16,overall,0.9116976599534012,0.6676243366441148,98505,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,grud_world_model,3411,logged_action_recursive,20,overall,0.9425914775248048,0.6916638156671483,92864,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,grud_world_model,3411,logged_action_recursive,24,overall,0.9846978299146776,0.726118150210447,86285,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,grud_world_model,3411,logged_action_recursive,28,overall,1.0123058314448563,0.7516256701260375,81446,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,grud_world_model,3411,logged_action_recursive,32,overall,1.0406364870735985,0.7719651355448652,77323,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,grud_world_model,3411,logged_action_recursive,36,overall,1.0802089195869171,0.8039819421457943,69815,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,grud_world_model,3411,logged_action_recursive,40,overall,1.1144569726801132,0.8303560298241811,64774,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,grud_world_model,3411,logged_action_recursive,44,overall,1.131944132522586,0.8410737209126671,27047,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,grud_world_model,3414,logged_action_recursive,4,overall,0.8167624141839299,0.5609637431779614,128445,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,grud_world_model,3414,logged_action_recursive,8,overall,0.8454226593885268,0.5903256540803087,121022,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,grud_world_model,3414,logged_action_recursive,12,overall,0.8864070317893192,0.6372189456672831,107236,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,grud_world_model,3414,logged_action_recursive,16,overall,0.9134698231739252,0.6655139222082023,98505,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,grud_world_model,3414,logged_action_recursive,20,overall,0.9429963898473448,0.6890577659612678,92864,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,grud_world_model,3414,logged_action_recursive,24,overall,0.983711780676945,0.7231380131494916,86285,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,grud_world_model,3414,logged_action_recursive,28,overall,1.0090454534743476,0.749605927114288,81446,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,grud_world_model,3414,logged_action_recursive,32,overall,1.0416868639639936,0.7733822255589694,77323,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,grud_world_model,3414,logged_action_recursive,36,overall,1.0829742485867375,0.8090062139551518,69815,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,grud_world_model,3414,logged_action_recursive,40,overall,1.117490581235331,0.8369606129761274,64774,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,grud_world_model,3414,logged_action_recursive,44,overall,1.1524354075614354,0.8615667634170774,27047,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,transformer_world_model,3408,logged_action_recursive,4,overall,0.8201205695784963,0.5578693559145017,128445,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,transformer_world_model,3408,logged_action_recursive,8,overall,0.8635795400120844,0.596269316337824,121022,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,transformer_world_model,3408,logged_action_recursive,12,overall,0.9741922793381156,0.7068462432680599,107236,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,transformer_world_model,3408,logged_action_recursive,16,overall,1.1214575913950031,0.8478235855270931,98505,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,transformer_world_model,3408,logged_action_recursive,20,overall,1.2965711050422113,1.0056583584098135,92864,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,transformer_world_model,3408,logged_action_recursive,24,overall,1.4929363437757848,1.184340922344043,86285,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,transformer_world_model,3408,logged_action_recursive,28,overall,1.6956384109958376,1.3681548050507355,81446,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,transformer_world_model,3408,logged_action_recursive,32,overall,1.9209841875079448,1.5651905579836842,77323,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,transformer_world_model,3408,logged_action_recursive,36,overall,2.163507977185944,1.7730062554733732,69815,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,transformer_world_model,3408,logged_action_recursive,40,overall,2.4053022872499925,1.979880447220188,64774,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,transformer_world_model,3408,logged_action_recursive,44,overall,2.659732445468981,2.202208768615784,27047,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,transformer_world_model,3411,logged_action_recursive,4,overall,0.8210387320376219,0.5598254922774943,128445,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,transformer_world_model,3411,logged_action_recursive,8,overall,0.8534147961266542,0.5882337894579829,121022,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,transformer_world_model,3411,logged_action_recursive,12,overall,0.9239585048548852,0.6614243433874039,107236,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,transformer_world_model,3411,logged_action_recursive,16,overall,1.00164597729747,0.7395603119152419,98505,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,transformer_world_model,3411,logged_action_recursive,20,overall,1.091672904384825,0.8198056954129326,92864,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,transformer_world_model,3411,logged_action_recursive,24,overall,1.1988136258168771,0.9171809820635604,86285,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,transformer_world_model,3411,logged_action_recursive,28,overall,1.304032665677638,1.0168384857138226,81446,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,transformer_world_model,3411,logged_action_recursive,32,overall,1.4279883541657026,1.1228145798930174,77323,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,transformer_world_model,3411,logged_action_recursive,36,overall,1.5575216609919835,1.2396886970896297,69815,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,transformer_world_model,3411,logged_action_recursive,40,overall,1.6869614448546923,1.3538387134775471,64774,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,transformer_world_model,3411,logged_action_recursive,44,overall,1.8064283810192343,1.4570897524114408,27047,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,transformer_world_model,3414,logged_action_recursive,4,overall,0.8230470807518686,0.5605250503723517,128445,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,transformer_world_model,3414,logged_action_recursive,8,overall,0.8550555929610794,0.5931012450390835,121022,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,transformer_world_model,3414,logged_action_recursive,12,overall,0.9334131458517054,0.6718334774169752,107236,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,transformer_world_model,3414,logged_action_recursive,16,overall,1.0284447172047662,0.755917121879835,98505,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,transformer_world_model,3414,logged_action_recursive,20,overall,1.1412221800629878,0.8442697080039456,92864,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,transformer_world_model,3414,logged_action_recursive,24,overall,1.2721667085955544,0.949997344831935,86285,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,transformer_world_model,3414,logged_action_recursive,28,overall,1.4154477059889108,1.065729974421954,81446,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,transformer_world_model,3414,logged_action_recursive,32,overall,1.5792882883942316,1.1870210417126728,77323,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,transformer_world_model,3414,logged_action_recursive,36,overall,1.7395233664575436,1.310235384251511,69815,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,transformer_world_model,3414,logged_action_recursive,40,overall,1.908128149922082,1.4362688369405143,64774,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,transformer_world_model,3414,logged_action_recursive,44,overall,2.0435451706168157,1.5179090556743546,27047,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,dreamer_v3_categorical_rssm,3408,logged_action_recursive,4,overall,0.9118994561110034,0.6151893425492746,128445,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,dreamer_v3_categorical_rssm,3408,logged_action_recursive,8,overall,0.9468996886855208,0.647874902452082,121022,KDD097/KDD098R unchanged,P next-state dynamics
KDD098R,shock,dreamer_v3_categorical_rssm,3408,logged_action_recursive,12,overall,0.9965847434325116,0.6999918725207738,107236,KDD097/KDD098R unchanged,P next-state dynamics
