action_usage_marginal,actions_used_probability_gt_1e_4,behavior_divergence_kl,behavior_relative_return,best_epoch,checkpoint_sha256,collapse_flag_top_share_ge_0p95,component_family,converged,entropy,epochs_run,epsilon_smoothing_used,exact_regret,exact_true_return,experiment_id,fidelity_label,fit_role,full_target_probability_available,horizon_definition,inventory_layer,learned_model_predicted_return,method,method_seed_rank_max,method_seed_rank_min,method_seed_return_std,model_exploitation_gap,normalized_entropy,planner_definition,planner_horizon,policy,policy_entropy_normalized,policy_group,probability_source,profile,rank_within_profile,rare_action_class_count,rare_action_policy_mass,rare_train_action_threshold,retrospective_ehr_policy_value_computed,reward_contract,seed,seed_rank_range,selection_role,support_violation,support_violation_mass,task,terminal_reward_attachment,terminal_reward_occurrences_per_trajectory_max,top_action_share,training_examples,truncated_horizon_bootstrap,validation_objective,validation_objective_name,variant,winner_turnover_across_seeds
,21,,0.016086394577349,,,,gaussian_transition_ensemble,,,,,0.6597509073341772,-0.2259675063762478,,,,,4_step_categorical_CEM_receding_horizon_first_action,component_model_planner,5.207521232315561,gaussian_transition_ensemble_H4_support_only,42.0,17.0,0.0036449814722589,5.433488738691809,,4_step_categorical_CEM_receding_horizon_first_action,H4,,0.7973097415081023,,,terminal_90d_plus_lactate,42.0,,,,,,3408,25.0,,0.0,,,,1.0,0.2737307607130994,,KDD123_v2_expected_terminal_value_1_minus_2_p_death,,,support_only,0.0
,20,,0.0167028850721369,,,,gaussian_transition_ensemble,,,,,0.6591344168393893,-0.2253510158814599,,,,,4_step_categorical_CEM_receding_horizon_first_action,component_model_planner,5.208890744123711,gaussian_transition_ensemble_H4_support_plus_uncertainty,39.0,12.0,0.0044140448816435,5.434241760005171,,4_step_categorical_CEM_receding_horizon_first_action,H4,,0.7956229137017738,,,terminal_90d_plus_lactate,39.0,,,,,,3408,27.0,,0.0,,,,1.0,0.2742888300016734,,KDD123_v2_expected_terminal_value_1_minus_2_p_death,,,support_plus_uncertainty,0.0
,24,,-0.0128850005695463,,,,gaussian_transition_ensemble,,,,,0.6887223024810726,-0.2549389015231432,,,,,8_step_categorical_CEM_receding_horizon_first_action,component_model_planner,4.740596870316784,gaussian_transition_ensemble_H8_support_only,80.0,7.0,0.0327228336048195,4.995535771839927,,8_step_categorical_CEM_receding_horizon_first_action,H8,,0.8243148053696415,,,terminal_90d_plus_lactate,80.0,,,,,,3408,73.0,,0.0,,,,1.0,0.2790717895820261,,KDD123_v2_expected_terminal_value_1_minus_2_p_death,,,support_only,0.0
,23,,-0.0057879233802381,,,,gaussian_transition_ensemble,,,,,0.6816252252917644,-0.247841824333835,,,,,8_step_categorical_CEM_receding_horizon_first_action,component_model_planner,4.795247792887901,gaussian_transition_ensemble_H8_support_plus_uncertainty,78.0,3.0,0.0327334315920897,5.043089617221736,,8_step_categorical_CEM_receding_horizon_first_action,H8,,0.8193449963515704,,,terminal_90d_plus_lactate,78.0,,,,,,3408,75.0,,0.0,,,,1.0,0.2788903014883273,,KDD123_v2_expected_terminal_value_1_minus_2_p_death,,,support_plus_uncertainty,0.0
,14,,-0.035368961997043,,,,grud_world_model,,,,,0.7112062639085693,-0.27742286295064,,,,,one_step_exhaustive_supported_action_search,component_model_planner,5.719174447385414,grud_world_model_H1_support_only,87.0,87.0,0.0,5.996597310336054,,one_step_exhaustive_supported_action_search,H1,,0.7361242415931895,,,terminal_90d_plus_lactate,87.0,,,,,,3411,0.0,,0.0,,,,1.0,0.2737307607130994,,KDD123_v2_expected_terminal_value_1_minus_2_p_death,,,support_only,0.0
,14,,-0.035368961997043,,,,grud_world_model,,,,,0.7112062639085693,-0.27742286295064,,,,,one_step_exhaustive_supported_action_search,component_model_planner,5.719174447385414,grud_world_model_H1_support_plus_uncertainty,87.0,22.0,0.0333006688256547,5.996597310336054,,one_step_exhaustive_supported_action_search,H1,,0.7361242415931895,,,terminal_90d_plus_lactate,87.0,,,,,,3411,65.0,,0.0,,,,1.0,0.2737307607130994,,KDD123_v2_expected_terminal_value_1_minus_2_p_death,,,support_plus_uncertainty,0.0
,22,,0.0231118004367761,,,,grud_world_model,,,,,0.6527255014747502,-0.2189421005168208,,,,,4_step_categorical_CEM_receding_horizon_first_action,component_model_planner,5.023609418340431,grud_world_model_H4_support_only,42.0,17.0,0.0036449814722589,5.242551518857252,,4_step_categorical_CEM_receding_horizon_first_action,H4,,0.8099708057651238,,,terminal_90d_plus_lactate,17.0,,,,,,3411,25.0,,0.0,,,,1.0,0.2871448573555309,,KDD123_v2_expected_terminal_value_1_minus_2_p_death,,,support_only,0.0
,23,,0.0053721318546512,,,,grud_world_model,,,,,0.670465170056875,-0.2366817690989456,,,,,4_step_categorical_CEM_receding_horizon_first_action,component_model_planner,5.0436667033527245,grud_world_model_H4_support_plus_uncertainty,60.0,11.0,0.0103235981060516,5.28034847245167,,4_step_categorical_CEM_receding_horizon_first_action,H4,,0.8167020399922386,,,terminal_90d_plus_lactate,60.0,,,,,,3411,49.0,,0.0,,,,1.0,0.2878236933622807,,KDD123_v2_expected_terminal_value_1_minus_2_p_death,,,support_plus_uncertainty,0.0
,23,,0.0111962906317104,,,,grud_world_model,,,,,0.6646410112798158,-0.2308576103218865,,,,,8_step_categorical_CEM_receding_horizon_first_action,component_model_planner,4.78149476751769,grud_world_model_H8_support_only,80.0,7.0,0.0327228336048195,5.012352377839576,,8_step_categorical_CEM_receding_horizon_first_action,H8,,0.811430666879425,,,terminal_90d_plus_lactate,50.0,,,,,,3411,73.0,,0.0,,,,1.0,0.2795700855733834,,KDD123_v2_expected_terminal_value_1_minus_2_p_death,,,support_only,0.0
,23,,0.0121844630890569,,,,grud_world_model,,,,,0.6636528388224693,-0.2298694378645399,,,,,8_step_categorical_CEM_receding_horizon_first_action,component_model_planner,4.855426187338725,grud_world_model_H8_support_plus_uncertainty,85.0,6.0,0.0355921970577814,5.0852956252032655,,8_step_categorical_CEM_receding_horizon_first_action,H8,,0.8146042877175658,,,terminal_90d_plus_lactate,48.0,,,,,,3411,79.0,,0.0,,,,1.0,0.2737307607130993,,KDD123_v2_expected_terminal_value_1_minus_2_p_death,,,support_plus_uncertainty,0.0
,14,,-0.035368961997043,,,,transformer_world_model,,,,,0.7112062639085693,-0.27742286295064,,,,,one_step_exhaustive_supported_action_search,component_model_planner,5.719174447385414,transformer_world_model_H1_support_only,87.0,87.0,0.0,5.996597310336054,,one_step_exhaustive_supported_action_search,H1,,0.7361242415931895,,,terminal_90d_plus_lactate,87.0,,,,,,3411,0.0,,0.0,,,,1.0,0.2737307607130994,,KDD123_v2_expected_terminal_value_1_minus_2_p_death,,,support_only,0.0
,12,,-0.0015804593310829,,,,transformer_world_model,,,,,0.6774177612426092,-0.2436343602846798,,,,,one_step_exhaustive_supported_action_search,component_model_planner,5.715710514053365,transformer_world_model_H1_support_plus_uncertainty,87.0,22.0,0.0289804420963642,5.959344874338044,,one_step_exhaustive_supported_action_search,H1,,0.6821239269207512,,,terminal_90d_plus_lactate,73.0,,,,,,3411,65.0,,0.0,,,,1.0,0.2737307607130994,,KDD123_v2_expected_terminal_value_1_minus_2_p_death,,,support_plus_uncertainty,0.0
,22,,0.0231118004367761,,,,transformer_world_model,,,,,0.6527255014747502,-0.2189421005168208,,,,,4_step_categorical_CEM_receding_horizon_first_action,component_model_planner,5.023609418340431,transformer_world_model_H4_support_only,56.0,17.0,0.0070086694049348,5.242551518857252,,4_step_categorical_CEM_receding_horizon_first_action,H4,,0.8099708057651238,,,terminal_90d_plus_lactate,17.0,,,,,,3411,39.0,,0.0,,,,1.0,0.2871448573555309,,KDD123_v2_expected_terminal_value_1_minus_2_p_death,,,support_only,0.0
,22,,0.0187293324950371,,,,transformer_world_model,,,,,0.6571079694164891,-0.2233245684585597,,,,,4_step_categorical_CEM_receding_horizon_first_action,component_model_planner,5.029596791002713,transformer_world_model_H4_support_plus_uncertainty,57.0,13.0,0.0078982570690751,5.252921359461273,,4_step_categorical_CEM_receding_horizon_first_action,H4,,0.8086942106278396,,,terminal_90d_plus_lactate,36.0,,,,,,3411,44.0,,0.0,,,,1.0,0.2874202074366487,,KDD123_v2_expected_terminal_value_1_minus_2_p_death,,,support_plus_uncertainty,0.0
,23,,0.0111962906317104,,,,transformer_world_model,,,,,0.6646410112798158,-0.2308576103218865,,,,,8_step_categorical_CEM_receding_horizon_first_action,component_model_planner,4.78149476751769,transformer_world_model_H8_support_only,83.0,7.0,0.033569875786429,5.012352377839576,,8_step_categorical_CEM_receding_horizon_first_action,H8,,0.811430666879425,,,terminal_90d_plus_lactate,50.0,,,,,,3411,76.0,,0.0,,,,1.0,0.2795700855733834,,KDD123_v2_expected_terminal_value_1_minus_2_p_death,,,support_only,0.0
,23,,0.0150320493584561,,,,transformer_world_model,,,,,0.6608052525530701,-0.2270218515951407,,,,,8_step_categorical_CEM_receding_horizon_first_action,component_model_planner,4.712350711433107,transformer_world_model_H8_support_plus_uncertainty,86.0,4.0,0.0368803882005844,4.939372563028248,,8_step_categorical_CEM_receding_horizon_first_action,H8,,0.8156739259469757,,,terminal_90d_plus_lactate,45.0,,,,,,3411,82.0,,0.0,,,,1.0,0.2790978605198477,,KDD123_v2_expected_terminal_value_1_minus_2_p_death,,,support_plus_uncertainty,0.0
,14,,-0.035368961997043,,,,dreamer_v3_categorical_rssm,,,,,0.7112062639085693,-0.27742286295064,,,,,one_step_exhaustive_supported_action_search,component_model_planner,5.719174447385414,dreamer_v3_categorical_rssm_H1_support_only,87.0,87.0,0.0,5.996597310336054,,one_step_exhaustive_supported_action_search,H1,,0.7361242415931895,,,terminal_90d_plus_lactate,87.0,,,,,,3411,0.0,,0.0,,,,1.0,0.2737307607130994,,KDD123_v2_expected_terminal_value_1_minus_2_p_death,,,support_only,0.0
,13,,0.0223094883350159,,,,dreamer_v3_categorical_rssm,,,,,0.6535278135765104,-0.2197444126185809,,,,,one_step_exhaustive_supported_action_search,component_model_planner,5.719174447385414,dreamer_v3_categorical_rssm_H1_support_plus_uncertainty,87.0,22.0,0.0333006688256547,5.938918860003994,,one_step_exhaustive_supported_action_search,H1,,0.707032742083642,,,terminal_90d_plus_lactate,22.0,,,,,,3411,65.0,,0.0,,,,1.0,0.2737307607130994,,KDD123_v2_expected_terminal_value_1_minus_2_p_death,,,support_plus_uncertainty,0.0
,22,,0.0231118004367761,,,,dreamer_v3_categorical_rssm,,,,,0.6527255014747502,-0.2189421005168208,,,,,4_step_categorical_CEM_receding_horizon_first_action,component_model_planner,5.023609418340431,dreamer_v3_categorical_rssm_H4_support_only,42.0,17.0,0.0036449814722589,5.242551518857252,,4_step_categorical_CEM_receding_horizon_first_action,H4,,0.8099708057651238,,,terminal_90d_plus_lactate,17.0,,,,,,3411,25.0,,0.0,,,,1.0,0.2871448573555309,,KDD123_v2_expected_terminal_value_1_minus_2_p_death,,,support_only,0.0
,22,,0.0234677311048438,,,,dreamer_v3_categorical_rssm,,,,,0.6523695708066823,-0.218586169848753,,,,,4_step_categorical_CEM_receding_horizon_first_action,component_model_planner,5.042515480558995,dreamer_v3_categorical_rssm_H4_support_plus_uncertainty,41.0,15.0,0.0042190690161004,5.261101650407748,,4_step_categorical_CEM_receding_horizon_first_action,H4,,0.8110615331465744,,,terminal_90d_plus_lactate,16.0,,,,,,3411,26.0,,0.0,,,,1.0,0.287144857355531,,KDD123_v2_expected_terminal_value_1_minus_2_p_death,,,support_plus_uncertainty,0.0
,23,,0.0111962906317104,,,,dreamer_v3_categorical_rssm,,,,,0.6646410112798158,-0.2308576103218865,,,,,8_step_categorical_CEM_receding_horizon_first_action,component_model_planner,4.78149476751769,dreamer_v3_categorical_rssm_H8_support_only,80.0,7.0,0.0327228336048195,5.012352377839576,,8_step_categorical_CEM_receding_horizon_first_action,H8,,0.811430666879425,,,terminal_90d_plus_lactate,50.0,,,,,,3411,73.0,,0.0,,,,1.0,0.2795700855733834,,KDD123_v2_expected_terminal_value_1_minus_2_p_death,,,support_only,0.0
,23,,0.0111962906317104,,,,dreamer_v3_categorical_rssm,,,,,0.6646410112798158,-0.2308576103218865,,,,,8_step_categorical_CEM_receding_horizon_first_action,component_model_planner,4.78149476751769,dreamer_v3_categorical_rssm_H8_support_plus_uncertainty,84.0,5.0,0.0354654646820367,5.012352377839576,,8_step_categorical_CEM_receding_horizon_first_action,H8,,0.811430666879425,,,terminal_90d_plus_lactate,50.0,,,,,,3411,79.0,,0.0,,,,1.0,0.2795700855733834,,KDD123_v2_expected_terminal_value_1_minus_2_p_death,,,support_plus_uncertainty,0.0
,14,,-0.035368961997043,,,,gaussian_transition_ensemble,,,,,0.7112062639085693,-0.27742286295064,,,,,one_step_exhaustive_supported_action_search,component_model_planner,5.719174447385414,gaussian_transition_ensemble_H1_support_only,87.0,87.0,0.0,5.996597310336054,,one_step_exhaustive_supported_action_search,H1,,0.7361242415931895,,,terminal_90d_plus_lactate,87.0,,,,,,3411,0.0,,0.0,,,,1.0,0.2737307607130994,,KDD123_v2_expected_terminal_value_1_minus_2_p_death,,,support_only,0.0
,13,,0.0223094883350159,,,,gaussian_transition_ensemble,,,,,0.6535278135765104,-0.2197444126185809,,,,,one_step_exhaustive_supported_action_search,component_model_planner,5.719174447385414,gaussian_transition_ensemble_H1_support_plus_uncertainty,22.0,22.0,0.0,5.938918860003994,,one_step_exhaustive_supported_action_search,H1,,0.707032742083642,,,terminal_90d_plus_lactate,22.0,,,,,,3411,0.0,,0.0,,,,1.0,0.2737307607130994,,KDD123_v2_expected_terminal_value_1_minus_2_p_death,,,support_plus_uncertainty,0.0
,22,,0.0231118004367761,,,,gaussian_transition_ensemble,,,,,0.6527255014747502,-0.2189421005168208,,,,,4_step_categorical_CEM_receding_horizon_first_action,component_model_planner,5.023609418340431,gaussian_transition_ensemble_H4_support_only,42.0,17.0,0.0036449814722589,5.242551518857252,,4_step_categorical_CEM_receding_horizon_first_action,H4,,0.8099708057651238,,,terminal_90d_plus_lactate,17.0,,,,,,3411,25.0,,0.0,,,,1.0,0.2871448573555309,,KDD123_v2_expected_terminal_value_1_minus_2_p_death,,,support_only,0.0
,23,,0.0230938594468968,,,,gaussian_transition_ensemble,,,,,0.6527434424646295,-0.2189600415067001,,,,,4_step_categorical_CEM_receding_horizon_first_action,component_model_planner,5.013041887966294,gaussian_transition_ensemble_H4_support_plus_uncertainty,39.0,12.0,0.0044140448816435,5.232001929472994,,4_step_categorical_CEM_receding_horizon_first_action,H4,,0.8145068104385847,,,terminal_90d_plus_lactate,21.0,,,,,,3411,27.0,,0.0,,,,1.0,0.287144857355531,,KDD123_v2_expected_terminal_value_1_minus_2_p_death,,,support_plus_uncertainty,0.0
,23,,0.0111962906317104,,,,gaussian_transition_ensemble,,,,,0.6646410112798158,-0.2308576103218865,,,,,8_step_categorical_CEM_receding_horizon_first_action,component_model_planner,4.78149476751769,gaussian_transition_ensemble_H8_support_only,80.0,7.0,0.0327228336048195,5.012352377839576,,8_step_categorical_CEM_receding_horizon_first_action,H8,,0.811430666879425,,,terminal_90d_plus_lactate,50.0,,,,,,3411,73.0,,0.0,,,,1.0,0.2795700855733834,,KDD123_v2_expected_terminal_value_1_minus_2_p_death,,,support_only,0.0
,23,,0.0123066574770439,,,,gaussian_transition_ensemble,,,,,0.6635306444344824,-0.229747243476553,,,,,8_step_categorical_CEM_receding_horizon_first_action,component_model_planner,4.863319975862503,gaussian_transition_ensemble_H8_support_plus_uncertainty,78.0,3.0,0.0327334315920897,5.093067219339056,,8_step_categorical_CEM_receding_horizon_first_action,H8,,0.8124283562624994,,,terminal_90d_plus_lactate,47.0,,,,,,3411,75.0,,0.0,,,,1.0,0.2795700855733834,,KDD123_v2_expected_terminal_value_1_minus_2_p_death,,,support_plus_uncertainty,0.0
,14,,-0.035368961997043,,,,grud_world_model,,,,,0.7112062639085693,-0.27742286295064,,,,,one_step_exhaustive_supported_action_search,component_model_planner,5.719174447385414,grud_world_model_H1_support_only,87.0,87.0,0.0,5.996597310336054,,one_step_exhaustive_supported_action_search,H1,,0.7361242415931895,,,terminal_90d_plus_lactate,87.0,,,,,,3414,0.0,,0.0,,,,1.0,0.2737307607130994,,KDD123_v2_expected_terminal_value_1_minus_2_p_death,,,support_only,0.0
,14,,-0.035368961997043,,,,grud_world_model,,,,,0.7112062639085693,-0.27742286295064,,,,,one_step_exhaustive_supported_action_search,component_model_planner,5.719174447385414,grud_world_model_H1_support_plus_uncertainty,87.0,22.0,0.0333006688256547,5.996597310336054,,one_step_exhaustive_supported_action_search,H1,,0.7361242415931895,,,terminal_90d_plus_lactate,87.0,,,,,,3414,65.0,,0.0,,,,1.0,0.2737307607130994,,KDD123_v2_expected_terminal_value_1_minus_2_p_death,,,support_plus_uncertainty,0.0
,20,,0.0212844533098768,,,,grud_world_model,,,,,0.6545528486016494,-0.22076944764372,,,,,4_step_categorical_CEM_receding_horizon_first_action,component_model_planner,5.370697836815772,grud_world_model_H4_support_only,42.0,17.0,0.0036449814722589,5.591467284459492,,4_step_categorical_CEM_receding_horizon_first_action,H4,,0.7911012526688787,,,terminal_90d_plus_lactate,30.0,,,,,,3414,25.0,,0.0,,,,1.0,0.279647413399178,,KDD123_v2_expected_terminal_value_1_minus_2_p_death,,,support_only,0.0
,21,,0.0258347792328919,,,,grud_world_model,,,,,0.6500025226786343,-0.2162191217207049,,,,,4_step_categorical_CEM_receding_horizon_first_action,component_model_planner,5.355768885239749,grud_world_model_H4_support_plus_uncertainty,60.0,11.0,0.0103235981060516,5.571988006960455,,4_step_categorical_CEM_receding_horizon_first_action,H4,,0.7941972852961758,,,terminal_90d_plus_lactate,11.0,,,,,,3414,49.0,,0.0,,,,1.0,0.279647413399178,,KDD123_v2_expected_terminal_value_1_minus_2_p_death,,,support_plus_uncertainty,0.0
,22,,0.051856879152745,,,,grud_world_model,,,,,0.6239804227587813,-0.1901970218008519,,,,,8_step_categorical_CEM_receding_horizon_first_action,component_model_planner,4.836690730288933,grud_world_model_H8_support_only,80.0,7.0,0.0327228336048195,5.026887752089785,,8_step_categorical_CEM_receding_horizon_first_action,H8,,0.8069460148307872,,,terminal_90d_plus_lactate,7.0,,,,,,3414,73.0,,0.0,,,,1.0,0.2808566242501744,,KDD123_v2_expected_terminal_value_1_minus_2_p_death,,,support_only,0.0
,22,,0.0545208016047119,,,,grud_world_model,,,,,0.6213165003068144,-0.187533099348885,,,,,8_step_categorical_CEM_receding_horizon_first_action,component_model_planner,4.804265062715997,grud_world_model_H8_support_plus_uncertainty,85.0,6.0,0.0355921970577814,4.991798162064882,,8_step_categorical_CEM_receding_horizon_first_action,H8,,0.8056312690411065,,,terminal_90d_plus_lactate,6.0,,,,,,3414,79.0,,0.0,,,,1.0,0.2836267490429769,,KDD123_v2_expected_terminal_value_1_minus_2_p_death,,,support_plus_uncertainty,0.0
,14,,-0.035368961997043,,,,transformer_world_model,,,,,0.7112062639085693,-0.27742286295064,,,,,one_step_exhaustive_supported_action_search,component_model_planner,5.719174447385414,transformer_world_model_H1_support_only,87.0,87.0,0.0,5.996597310336054,,one_step_exhaustive_supported_action_search,H1,,0.7361242415931895,,,terminal_90d_plus_lactate,87.0,,,,,,3414,0.0,,0.0,,,,1.0,0.2737307607130994,,KDD123_v2_expected_terminal_value_1_minus_2_p_death,,,support_only,0.0
,14,,-0.035368961997043,,,,transformer_world_model,,,,,0.7112062639085693,-0.27742286295064,,,,,one_step_exhaustive_supported_action_search,component_model_planner,5.719174447385414,transformer_world_model_H1_support_plus_uncertainty,87.0,22.0,0.0289804420963642,5.996597310336054,,one_step_exhaustive_supported_action_search,H1,,0.7361242415931895,,,terminal_90d_plus_lactate,87.0,,,,,,3414,65.0,,0.0,,,,1.0,0.2737307607130994,,KDD123_v2_expected_terminal_value_1_minus_2_p_death,,,support_plus_uncertainty,0.0
,20,,0.0212844533098768,,,,transformer_world_model,,,,,0.6545528486016494,-0.22076944764372,,,,,4_step_categorical_CEM_receding_horizon_first_action,component_model_planner,5.370697836815772,transformer_world_model_H4_support_only,56.0,17.0,0.0070086694049348,5.591467284459492,,4_step_categorical_CEM_receding_horizon_first_action,H4,,0.7911012526688787,,,terminal_90d_plus_lactate,30.0,,,,,,3414,39.0,,0.0,,,,1.0,0.279647413399178,,KDD123_v2_expected_terminal_value_1_minus_2_p_death,,,support_only,0.0
,20,,0.0247886612808171,,,,transformer_world_model,,,,,0.6510486406307091,-0.2172652396727797,,,,,4_step_categorical_CEM_receding_horizon_first_action,component_model_planner,5.344119939040577,transformer_world_model_H4_support_plus_uncertainty,57.0,13.0,0.0078982570690751,5.561385178713357,,4_step_categorical_CEM_receding_horizon_first_action,H4,,0.795420225054838,,,terminal_90d_plus_lactate,13.0,,,,,,3414,44.0,,0.0,,,,1.0,0.279647413399178,,KDD123_v2_expected_terminal_value_1_minus_2_p_death,,,support_plus_uncertainty,0.0
,22,,0.051856879152745,,,,transformer_world_model,,,,,0.6239804227587813,-0.1901970218008519,,,,,8_step_categorical_CEM_receding_horizon_first_action,component_model_planner,4.836690730288933,transformer_world_model_H8_support_only,83.0,7.0,0.033569875786429,5.026887752089785,,8_step_categorical_CEM_receding_horizon_first_action,H8,,0.8069460148307872,,,terminal_90d_plus_lactate,7.0,,,,,,3414,76.0,,0.0,,,,1.0,0.2808566242501744,,KDD123_v2_expected_terminal_value_1_minus_2_p_death,,,support_only,0.0
,22,,0.0550101789426623,,,,transformer_world_model,,,,,0.620827122968864,-0.1870437220109346,,,,,8_step_categorical_CEM_receding_horizon_first_action,component_model_planner,4.728775678136483,transformer_world_model_H8_support_plus_uncertainty,86.0,4.0,0.0368803882005844,4.915819400147417,,8_step_categorical_CEM_receding_horizon_first_action,H8,,0.8102720028366789,,,terminal_90d_plus_lactate,4.0,,,,,,3414,82.0,,0.0,,,,1.0,0.2808366297189323,,KDD123_v2_expected_terminal_value_1_minus_2_p_death,,,support_plus_uncertainty,0.0
,14,,-0.035368961997043,,,,dreamer_v3_categorical_rssm,,,,,0.7112062639085693,-0.27742286295064,,,,,one_step_exhaustive_supported_action_search,component_model_planner,5.719174447385414,dreamer_v3_categorical_rssm_H1_support_only,87.0,87.0,0.0,5.996597310336054,,one_step_exhaustive_supported_action_search,H1,,0.7361242415931895,,,terminal_90d_plus_lactate,87.0,,,,,,3414,0.0,,0.0,,,,1.0,0.2737307607130994,,KDD123_v2_expected_terminal_value_1_minus_2_p_death,,,support_only,0.0
,13,,0.0223094883350159,,,,dreamer_v3_categorical_rssm,,,,,0.6535278135765104,-0.2197444126185809,,,,,one_step_exhaustive_supported_action_search,component_model_planner,5.719174447385414,dreamer_v3_categorical_rssm_H1_support_plus_uncertainty,87.0,22.0,0.0333006688256547,5.938918860003994,,one_step_exhaustive_supported_action_search,H1,,0.707032742083642,,,terminal_90d_plus_lactate,22.0,,,,,,3414,65.0,,0.0,,,,1.0,0.2737307607130994,,KDD123_v2_expected_terminal_value_1_minus_2_p_death,,,support_plus_uncertainty,0.0
,20,,0.0212844533098768,,,,dreamer_v3_categorical_rssm,,,,,0.6545528486016494,-0.22076944764372,,,,,4_step_categorical_CEM_receding_horizon_first_action,component_model_planner,5.370697836815772,dreamer_v3_categorical_rssm_H4_support_only,42.0,17.0,0.0036449814722589,5.591467284459492,,4_step_categorical_CEM_receding_horizon_first_action,H4,,0.7911012526688787,,,terminal_90d_plus_lactate,30.0,,,,,,3414,25.0,,0.0,,,,1.0,0.279647413399178,,KDD123_v2_expected_terminal_value_1_minus_2_p_death,,,support_only,0.0
,20,,0.0235727846916227,,,,dreamer_v3_categorical_rssm,,,,,0.6522645172199035,-0.2184811162619742,,,,,4_step_categorical_CEM_receding_horizon_first_action,component_model_planner,5.3781331573085325,dreamer_v3_categorical_rssm_H4_support_plus_uncertainty,41.0,15.0,0.0042190690161004,5.596614273570506,,4_step_categorical_CEM_receding_horizon_first_action,H4,,0.788276619214062,,,terminal_90d_plus_lactate,15.0,,,,,,3414,26.0,,0.0,,,,1.0,0.279647413399178,,KDD123_v2_expected_terminal_value_1_minus_2_p_death,,,support_plus_uncertainty,0.0
,22,,0.051856879152745,,,,dreamer_v3_categorical_rssm,,,,,0.6239804227587813,-0.1901970218008519,,,,,8_step_categorical_CEM_receding_horizon_first_action,component_model_planner,4.836690730288933,dreamer_v3_categorical_rssm_H8_support_only,80.0,7.0,0.0327228336048195,5.026887752089785,,8_step_categorical_CEM_receding_horizon_first_action,H8,,0.8069460148307872,,,terminal_90d_plus_lactate,7.0,,,,,,3414,73.0,,0.0,,,,1.0,0.2808566242501744,,KDD123_v2_expected_terminal_value_1_minus_2_p_death,,,support_only,0.0
,22,,0.054587421143305,,,,dreamer_v3_categorical_rssm,,,,,0.6212498807682212,-0.1874664798102918,,,,,8_step_categorical_CEM_receding_horizon_first_action,component_model_planner,4.83652260046286,dreamer_v3_categorical_rssm_H8_support_plus_uncertainty,84.0,5.0,0.0354654646820367,5.023989080273152,,8_step_categorical_CEM_receding_horizon_first_action,H8,,0.8048127815038787,,,terminal_90d_plus_lactate,5.0,,,,,,3414,79.0,,0.0,,,,1.0,0.2808566242501744,,KDD123_v2_expected_terminal_value_1_minus_2_p_death,,,support_plus_uncertainty,0.0
,14,,-0.035368961997043,,,,gaussian_transition_ensemble,,,,,0.7112062639085693,-0.27742286295064,,,,,one_step_exhaustive_supported_action_search,component_model_planner,5.719174447385414,gaussian_transition_ensemble_H1_support_only,87.0,87.0,0.0,5.996597310336054,,one_step_exhaustive_supported_action_search,H1,,0.7361242415931895,,,terminal_90d_plus_lactate,87.0,,,,,,3414,0.0,,0.0,,,,1.0,0.2737307607130994,,KDD123_v2_expected_terminal_value_1_minus_2_p_death,,,support_only,0.0
,13,,0.0223094883350159,,,,gaussian_transition_ensemble,,,,,0.6535278135765104,-0.2197444126185809,,,,,one_step_exhaustive_supported_action_search,component_model_planner,5.719174447385414,gaussian_transition_ensemble_H1_support_plus_uncertainty,22.0,22.0,0.0,5.938918860003994,,one_step_exhaustive_supported_action_search,H1,,0.707032742083642,,,terminal_90d_plus_lactate,22.0,,,,,,3414,0.0,,0.0,,,,1.0,0.2737307607130994,,KDD123_v2_expected_terminal_value_1_minus_2_p_death,,,support_plus_uncertainty,0.0
,20,,0.0212844533098768,,,,gaussian_transition_ensemble,,,,,0.6545528486016494,-0.22076944764372,,,,,4_step_categorical_CEM_receding_horizon_first_action,component_model_planner,5.370697836815772,gaussian_transition_ensemble_H4_support_only,42.0,17.0,0.0036449814722589,5.591467284459492,,4_step_categorical_CEM_receding_horizon_first_action,H4,,0.7911012526688787,,,terminal_90d_plus_lactate,30.0,,,,,,3414,25.0,,0.0,,,,1.0,0.279647413399178,,KDD123_v2_expected_terminal_value_1_minus_2_p_death,,,support_only,0.0
,20,,0.0251726458168292,,,,gaussian_transition_ensemble,,,,,0.6506646560946969,-0.2168812551367676,,,,,4_step_categorical_CEM_receding_horizon_first_action,component_model_planner,5.3781331573085325,gaussian_transition_ensemble_H4_support_plus_uncertainty,39.0,12.0,0.0044140448816435,5.5950144124453,,4_step_categorical_CEM_receding_horizon_first_action,H4,,0.7889004122204417,,,terminal_90d_plus_lactate,12.0,,,,,,3414,27.0,,0.0,,,,1.0,0.279647413399178,,KDD123_v2_expected_terminal_value_1_minus_2_p_death,,,support_plus_uncertainty,0.0
,22,,0.051856879152745,,,,gaussian_transition_ensemble,,,,,0.6239804227587813,-0.1901970218008519,,,,,8_step_categorical_CEM_receding_horizon_first_action,component_model_planner,4.836690730288933,gaussian_transition_ensemble_H8_support_only,80.0,7.0,0.0327228336048195,5.026887752089785,,8_step_categorical_CEM_receding_horizon_first_action,H8,,0.8069460148307872,,,terminal_90d_plus_lactate,7.0,,,,,,3414,73.0,,0.0,,,,1.0,0.2808566242501744,,KDD123_v2_expected_terminal_value_1_minus_2_p_death,,,support_only,0.0
